grade_id,student_id,course_code,grade,letter_grade,semester,exam_date
GRD000399,STU000089,CS101,68.28,D,Spring 2025,2025-01-26
GRD000400,STU000089,BA201,88.57,B,Fall 2024,2025-10-31
GRD000401,STU000089,PH101,46.08,F,Spring 2025,2025-04-28
GRD000402,STU000090,EN201,61.01,D,Fall 2023,2025-02-21
GRD000403,STU000090,MA101,70.08,C,Fall 2023,2025-04-16
GRD000404,STU000090,MA201,70.7,C,Fall 2024,2025-02-08
GRD000405,STU000090,EN101,63.25,D,Fall 2023,2025-07-04
GRD000406,STU000090,CS401,79.34,C,Spring 2025,2025-03-21
GRD000407,STU000090,BA201,53.99,F,Fall 2023,2025-03-10
GRD000408,STU000091,EN101,67.86,D,Spring 2024,2025-03-23
GRD000409,STU000091,BA301,71.8,C,Fall 2024,2025-04-08
GRD000410,STU000091,CS101,77.72,C,Spring 2024,2025-03-04
GRD000411,STU000091,CS301,80.67,B,Spring 2024,2025-01-22
GRD000412,STU000091,BA101,53.13,F,Fall 2024,2025-01-14
GRD000413,STU000092,CS301,46.99,F,Spring 2025,2025-08-28
GRD000414,STU000092,BA101,89.17,B,Spring 2024,2025-06-27
GRD000415,STU000092,BA301,74.98,C,Fall 2023,2024-12-12
GRD000416,STU000092,MA101,58.77,F,Spring 2025,2025-09-13
GRD000417,STU000092,BA201,93.27,A,Spring 2024,2025-08-08
GRD000418,STU000092,EN201,71.74,C,Spring 2024,2025-01-12
GRD000419,STU000093,CS201,87.69,B,Fall 2023,2025-11-09
GRD000420,STU000093,BA301,71.01,C,Fall 2024,2025-07-08
GRD000421,STU000093,EN101,100.0,A,Fall 2024,2024-12-07
GRD000422,STU000093,BA101,96.33,A,Spring 2024,2025-08-21
GRD000423,STU000093,CS401,66.27,D,Fall 2023,2025-10-17
GRD000424,STU000093,PH101,84.57,B,Fall 2024,2025-04-12
GRD000425,STU000094,MA101,79.68,C,Spring 2024,2025-03-14
GRD000426,STU000094,CS401,90.53,A,Fall 2024,2025-05-28
GRD000427,STU000094,CS201,55.53,F,Fall 2024,2025-10-26
GRD000428,STU000095,CS301,80.29,B,Spring 2025,2025-03-29
GRD000429,STU000095,EN201,85.88,B,Fall 2023,2025-09-25
GRD000430,STU000095,MA101,43.62,F,Fall 2023,2025-02-04
GRD000431,STU000095,CS201,52.25,F,Fall 2023,2025-03-04
GRD000432,STU000095,CS101,39.41,F,Fall 2023,2025-08-25
GRD000433,STU000096,CS401,65.96,D,Fall 2024,2024-11-21
GRD000434,STU000096,BA201,80.76,B,Spring 2025,2025-03-04
GRD000435,STU000096,CS301,92.54,A,Spring 2025,2025-09-29
GRD000436,STU000097,MA201,71.11,C,Fall 2023,2025-08-07
GRD000437,STU000097,BA201,94.43,A,Spring 2025,2025-04-20
GRD000438,STU000097,PH101,49.3,F,Fall 2023,2025-07-16
GRD000439,STU000097,CS301,44.45,F,Spring 2025,2025-05-28
GRD000440,STU000098,EN201,69.17,D,Spring 2025,2025-05-18
GRD000441,STU000098,CS301,75.76,C,Spring 2024,2025-09-02
GRD000442,STU000098,CS201,69.51,D,Spring 2025,2025-07-25
GRD000443,STU000098,BA101,38.99,F,Spring 2024,2025-04-13
GRD000444,STU000098,BA201,68.66,D,Spring 2025,2025-04-23
GRD000445,STU000099,EN201,50.43,F,Fall 2023,2025-02-27
GRD000446,STU000099,MA201,80.05,B,Fall 2023,2025-10-06
GRD000447,STU000099,BA201,75.5,C,Fall 2024,2025-06-10
GRD000448,STU000099,CS101,55.9,F,Spring 2025,2025-08-26
GRD000449,STU000099,EN101,62.29,D,Spring 2025,2025-10-18
GRD000450,STU000099,CS201,54.11,F,Spring 2025,2025-10-31
GRD000451,STU000100,MA101,69.06,D,Spring 2025,2025-04-27
GRD000452,STU000100,CS101,84.33,B,Fall 2024,2025-06-11
GRD000453,STU000100,EN201,55.21,F,Fall 2024,2025-11-14
GRD000454,STU000100,BA101,77.56,C,Fall 2024,2025-02-21
GRD000455,STU000101,PH101,62.05,D,Spring 2025,2024-11-26
GRD000456,STU000101,BA301,58.11,F,Fall 2024,2024-12-21
GRD000457,STU000101,EN101,68.39,D,Spring 2025,2025-08-09
GRD000458,STU000101,CS401,54.47,F,Fall 2024,2025-10-06
GRD000459,STU000102,EN201,61.7,D,Spring 2024,2025-02-25
GRD000460,STU000102,BA201,52.03,F,Fall 2024,2025-08-01
GRD000461,STU000102,BA301,99.47,A,Fall 2023,2025-03-02
GRD000462,STU000103,EN201,70.53,C,Fall 2024,2025-07-18
GRD000463,STU000103,BA201,59.5,F,Fall 2024,2025-04-16
GRD000464,STU000103,CS301,73.21,C,Fall 2023,2025-10-19
GRD000465,STU000103,CS101,68.32,D,Fall 2024,2025-07-09
GRD000466,STU000103,PH101,66.69,D,Fall 2024,2025-09-16
GRD000467,STU000104,MA201,79.21,C,Fall 2024,2025-01-29
GRD000468,STU000104,CS201,81.36,B,Fall 2023,2025-03-31
GRD000469,STU000104,EN101,62.04,D,Fall 2024,2025-07-21
GRD000470,STU000105,BA201,61.36,D,Spring 2025,2025-02-25
GRD000471,STU000105,BA101,65.87,D,Spring 2024,2025-09-26
GRD000472,STU000105,MA201,35.47,F,Fall 2024,2025-02-27
GRD000473,STU000105,CS301,47.27,F,Spring 2024,2025-05-18
GRD000474,STU000106,CS201,90.5,A,Fall 2023,2025-04-15
GRD000475,STU000106,CS301,94.67,A,Spring 2024,2025-03-20
GRD000476,STU000106,BA301,66.26,D,Spring 2024,2025-04-04
GRD000477,STU000106,MA101,78.65,C,Fall 2023,2025-05-13
GRD000478,STU000106,PH101,74.67,C,Spring 2025,2025-01-21
GRD000479,STU000106,CS101,100.0,A,Spring 2025,2025-07-06
GRD000480,STU000107,MA201,86.79,B,Spring 2024,2025-09-06
GRD000481,STU000107,BA301,68.08,D,Spring 2024,2025-03-15
GRD000482,STU000107,EN101,55.67,F,Spring 2025,2025-09-13
GRD000483,STU000107,MA101,45.9,F,Fall 2023,2024-11-28
GRD000484,STU000107,PH101,73.05,C,Spring 2024,2025-03-30
GRD000485,STU000107,EN201,58.65,F,Spring 2025,2025-11-02
GRD000486,STU000108,EN201,48.67,F,Fall 2023,2025-09-18
GRD000487,STU000108,BA201,60.3,D,Fall 2024,2025-01-30
GRD000488,STU000108,CS201,53.78,F,Fall 2024,2025-10-29
GRD000489,STU000108,BA301,95.31,A,Spring 2024,2025-09-19
GRD000490,STU000109,BA101,83.22,B,Fall 2023,2025-09-06
GRD000491,STU000109,BA201,69.88,D,Spring 2024,2025-01-21
GRD000492,STU000109,PH101,92.2,A,Spring 2025,2025-10-25
GRD000493,STU000109,MA101,71.16,C,Fall 2024,2025-06-26
GRD000494,STU000109,EN101,57.08,F,Spring 2024,2025-08-17
GRD000495,STU000110,CS101,92.85,A,Fall 2023,2025-04-19
GRD000496,STU000110,CS201,78.08,C,Spring 2025,2025-01-29
GRD000497,STU000110,EN201,54.44,F,Fall 2024,2025-02-02
GRD000498,STU000110,BA201,67.14,D,Spring 2025,2025-05-30
GRD000499,STU000110,MA201,56.87,F,Spring 2025,2025-03-20
GRD000500,STU000110,BA301,49.26,F,Spring 2024,2025-09-09
GRD000501,STU000111,EN101,83.89,B,Spring 2025,2025-05-04
GRD000502,STU000111,MA201,98.64,A,Spring 2024,2025-04-30
GRD000503,STU000111,PH101,49.02,F,Fall 2024,2025-02-15
GRD000504,STU000111,CS301,78.44,C,Fall 2023,2024-12-10
GRD000505,STU000111,BA201,60.24,D,Spring 2025,2025-06-29
GRD000506,STU000111,CS101,62.69,D,Fall 2023,2025-08-26
GRD000507,STU000112,MA101,61.11,D,Fall 2023,2024-12-24
GRD000508,STU000112,MA201,57.04,F,Fall 2023,2025-08-12
GRD000509,STU000112,BA101,70.73,C,Fall 2023,2025-01-31
GRD000510,STU000113,EN101,57.54,F,Spring 2024,2025-11-09
GRD000511,STU000113,EN201,74.06,C,Fall 2024,2025-08-05
GRD000512,STU000113,CS101,69.25,D,Spring 2024,2024-11-22
GRD000513,STU000113,CS201,66.42,D,Spring 2025,2025-10-06
GRD000514,STU000114,BA301,56.39,F,Fall 2024,2025-04-09
GRD000515,STU000114,MA101,61.35,D,Spring 2024,2025-04-20
GRD000516,STU000114,CS101,81.33,B,Fall 2023,2025-02-21
GRD000517,STU000114,EN101,77.51,C,Fall 2024,2025-05-07
GRD000518,STU000114,MA201,55.34,F,Fall 2024,2025-10-03
GRD000519,STU000115,CS201,71.49,C,Fall 2024,2025-09-06
GRD000520,STU000115,EN201,81.27,B,Spring 2024,2025-07-11
GRD000521,STU000115,CS301,44.96,F,Fall 2023,2025-09-01
GRD000522,STU000116,BA301,78.15,C,Spring 2024,2025-11-05
GRD000523,STU000116,MA201,60.06,D,Fall 2023,2025-06-19
GRD000524,STU000116,CS301,78.56,C,Spring 2025,2025-09-29
GRD000525,STU000116,CS101,58.55,F,Fall 2024,2025-09-07
GRD000526,STU000116,BA201,42.93,F,Spring 2025,2025-06-06
GRD000527,STU000117,BA301,45.59,F,Spring 2024,2025-03-11
GRD000528,STU000117,CS201,70.72,C,Spring 2025,2025-09-21
GRD000529,STU000117,CS101,73.9,C,Fall 2024,2025-10-18
GRD000530,STU000117,CS401,56.44,F,Fall 2024,2025-03-26
GRD000531,STU000117,EN201,79.58,C,Spring 2025,2025-10-16
GRD000532,STU000118,CS101,45.08,F,Fall 2023,2025-07-15
GRD000533,STU000118,BA301,69.01,D,Spring 2024,2025-06-16
GRD000534,STU000118,CS401,51.83,F,Spring 2025,2025-04-04
GRD000535,STU000118,PH101,60.22,D,Fall 2023,2024-12-28
GRD000536,STU000118,BA101,70.71,C,Spring 2024,2025-09-07
GRD000537,STU000118,EN101,57.09,F,Fall 2024,2025-02-15
GRD000538,STU000119,CS401,64.23,D,Spring 2025,2025-10-28
GRD000539,STU000119,EN201,85.09,B,Fall 2023,2025-03-26
GRD000540,STU000119,BA301,61.35,D,Fall 2024,2024-12-19
GRD000541,STU000119,MA201,82.54,B,Spring 2024,2025-11-18
GRD000542,STU000120,EN101,53.05,F,Fall 2024,2024-12-05
GRD000543,STU000120,BA101,77.95,C,Spring 2025,2025-05-23
GRD000544,STU000120,MA101,91.62,A,Spring 2024,2025-01-23
GRD000545,STU000121,CS101,32.93,F,Fall 2023,2025-04-30
GRD000546,STU000121,CS301,58.05,F,Fall 2023,2025-09-08
GRD000547,STU000121,EN201,78.66,C,Fall 2024,2025-04-11
GRD000548,STU000121,CS201,66.95,D,Spring 2024,2025-01-10
GRD000549,STU000121,BA101,75.57,C,Fall 2024,2024-12-04
GRD000550,STU000122,MA201,60.94,D,Fall 2024,2025-05-28
GRD000551,STU000122,BA101,71.3,C,Spring 2024,2025-03-28
GRD000552,STU000122,EN101,67.66,D,Fall 2024,2025-11-10
GRD000553,STU000122,PH101,87.52,B,Spring 2024,2024-12-23
GRD000554,STU000122,CS401,73.82,C,Fall 2023,2025-01-11
GRD000555,STU000123,CS101,75.06,C,Spring 2025,2025-02-16
GRD000556,STU000123,PH101,63.82,D,Fall 2023,2024-12-21
GRD000557,STU000123,CS301,62.69,D,Fall 2023,2025-02-16
GRD000558,STU000123,BA301,63.51,D,Fall 2023,2024-12-10
GRD000559,STU000123,EN101,75.92,C,Spring 2025,2024-12-09
GRD000560,STU000123,EN201,63.69,D,Fall 2023,2025-05-22
GRD000561,STU000124,MA101,74.35,C,Spring 2025,2025-05-13
GRD000562,STU000124,BA201,100.0,A,Spring 2024,2025-04-05
GRD000563,STU000124,BA301,83.07,B,Fall 2023,2025-07-28
GRD000564,STU000124,CS301,65.11,D,Fall 2023,2025-06-28
GRD000565,STU000124,CS101,88.02,B,Fall 2024,2025-08-12
GRD000566,STU000124,EN101,63.88,D,Fall 2023,2025-01-08
GRD000567,STU000125,PH101,39.43,F,Fall 2023,2025-06-28
GRD000568,STU000125,CS401,54.88,F,Spring 2025,2024-11-23
GRD000569,STU000125,MA201,41.94,F,Spring 2024,2025-11-15
GRD000570,STU000125,EN101,64.73,D,Spring 2024,2024-12-27
GRD000571,STU000125,BA201,70.28,C,Spring 2025,2025-09-23
GRD000572,STU000126,MA101,95.15,A,Spring 2024,2025-10-16
GRD000573,STU000126,EN201,74.9,C,Spring 2024,2025-10-16
GRD000574,STU000126,EN101,66.71,D,Spring 2024,2025-07-09
GRD000575,STU000126,CS301,82.44,B,Spring 2024,2025-02-24
GRD000576,STU000126,CS401,36.83,F,Fall 2024,2025-08-12
GRD000577,STU000127,PH101,73.53,C,Fall 2024,2024-12-05
GRD000578,STU000127,MA201,81.56,B,Spring 2025,2025-11-17
GRD000579,STU000127,EN201,47.82,F,Spring 2025,2024-12-25
GRD000580,STU000128,BA201,87.16,B,Fall 2024,2025-09-17
GRD000581,STU000128,BA301,75.08,C,Spring 2025,2025-03-10
GRD000582,STU000128,MA201,63.77,D,Fall 2024,2025-02-27
GRD000583,STU000129,PH101,79.49,C,Fall 2024,2025-04-17
GRD000584,STU000129,CS401,100.0,A,Spring 2025,2025-06-10
GRD000585,STU000129,CS101,72.73,C,Fall 2023,2025-05-02
GRD000586,STU000130,BA201,73.72,C,Spring 2024,2024-11-30
GRD000587,STU000130,CS201,63.11,D,Spring 2025,2025-10-11
GRD000588,STU000130,MA101,57.25,F,Spring 2024,2025-08-10
GRD000589,STU000130,CS101,82.46,B,Spring 2024,2025-06-03
GRD000590,STU000131,CS201,57.16,F,Spring 2025,2025-11-06
GRD000591,STU000131,MA201,71.07,C,Fall 2024,2025-07-13
GRD000592,STU000131,PH101,62.84,D,Spring 2024,2025-09-24
GRD000593,STU000131,CS101,77.18,C,Spring 2025,2025-07-19
GRD000594,STU000131,EN101,75.0,C,Fall 2024,2025-10-22
GRD000595,STU000132,EN201,85.56,B,Spring 2025,2025-01-26
GRD000596,STU000132,CS401,62.35,D,Fall 2023,2025-10-06
GRD000597,STU000132,CS201,65.95,D,Fall 2023,2025-11-01
GRD000598,STU000132,EN101,55.32,F,Spring 2025,2025-06-11
GRD000599,STU000132,MA101,63.34,D,Fall 2023,2025-09-14
GRD000600,STU000133,EN101,75.66,C,Spring 2025,2025-10-16
GRD000601,STU000133,CS101,81.35,B,Fall 2023,2024-12-07
GRD000602,STU000133,BA101,56.17,F,Fall 2023,2025-02-05
GRD000603,STU000134,BA101,83.04,B,Fall 2023,2025-01-06
GRD000604,STU000134,BA301,90.33,A,Spring 2025,2025-07-22
GRD000605,STU000134,MA201,76.2,C,Fall 2023,2025-03-31
GRD000606,STU000135,EN101,98.15,A,Fall 2023,2025-03-31
GRD000607,STU000135,BA301,58.39,F,Fall 2024,2025-01-22
GRD000608,STU000135,MA101,51.33,F,Spring 2024,2025-09-24
GRD000609,STU000135,CS201,43.32,F,Fall 2023,2025-11-12
GRD000610,STU000135,BA201,92.44,A,Fall 2023,2025-01-19
GRD000611,STU000135,PH101,79.82,C,Spring 2024,2025-01-29
GRD000612,STU000136,MA201,69.17,D,Spring 2025,2025-03-17
GRD000613,STU000136,EN201,74.2,C,Spring 2025,2025-08-15
GRD000614,STU000136,BA101,53.12,F,Spring 2024,2025-09-09
GRD000615,STU000136,BA201,100.0,A,Fall 2023,2025-10-19
GRD000616,STU000137,BA101,71.94,C,Fall 2024,2025-06-12
GRD000617,STU000137,MA101,71.64,C,Spring 2024,2025-09-04
GRD000618,STU000137,BA301,80.89,B,Spring 2025,2025-06-13
GRD000619,STU000137,EN201,77.22,C,Fall 2024,2025-06-22
GRD000620,STU000138,CS101,73.36,C,Spring 2024,2025-03-04
GRD000621,STU000138,EN201,58.14,F,Fall 2023,2025-04-16
GRD000622,STU000138,MA101,77.07,C,Fall 2024,2025-08-10
GRD000623,STU000138,CS301,98.23,A,Spring 2024,2024-12-26
GRD000624,STU000138,PH101,90.18,A,Spring 2024,2025-10-14
GRD000625,STU000139,CS401,93.9,A,Fall 2024,2025-01-07
GRD000626,STU000139,MA201,62.33,D,Fall 2024,2025-04-18
GRD000627,STU000139,EN101,55.16,F,Fall 2024,2025-08-27
GRD000628,STU000139,MA101,68.11,D,Fall 2023,2025-03-31
GRD000629,STU000139,BA201,70.84,C,Fall 2023,2025-03-10
GRD000630,STU000140,CS101,86.41,B,Spring 2025,2025-01-03
GRD000631,STU000140,MA201,44.61,F,Spring 2024,2025-07-19
GRD000632,STU000140,CS401,92.94,A,Spring 2025,2025-06-02
GRD000633,STU000140,MA101,67.63,D,Spring 2025,2025-08-05
GRD000634,STU000141,CS301,63.6,D,Fall 2023,2025-02-07
GRD000635,STU000141,CS101,54.82,F,Fall 2023,2025-09-07
GRD000636,STU000141,BA201,45.18,F,Fall 2024,2025-04-07
GRD000637,STU000141,MA201,82.35,B,Spring 2024,2024-12-30
GRD000638,STU000141,CS201,71.1,C,Fall 2024,2025-10-27
GRD000639,STU000141,PH101,50.65,F,Fall 2023,2025-08-09
GRD000640,STU000142,BA101,50.57,F,Spring 2024,2025-05-29
GRD000641,STU000142,CS301,64.96,D,Spring 2024,2025-08-19
GRD000642,STU000142,CS401,95.04,A,Spring 2024,2025-11-07
GRD000643,STU000142,PH101,66.11,D,Spring 2024,2025-07-07
GRD000644,STU000143,CS101,47.45,F,Spring 2025,2024-12-18
GRD000645,STU000143,MA201,66.31,D,Fall 2023,2025-05-29
GRD000646,STU000143,CS301,65.91,D,Spring 2024,2025-06-15
GRD000647,STU000144,CS401,29.55,F,Fall 2023,2025-09-19
GRD000648,STU000144,BA201,69.19,D,Spring 2024,2025-09-13
GRD000649,STU000144,MA201,66.54,D,Spring 2024,2025-08-12
GRD000650,STU000144,CS301,80.44,B,Spring 2025,2024-11-28
GRD000651,STU000144,BA301,97.73,A,Fall 2024,2025-06-09
GRD000652,STU000144,MA101,86.9,B,Spring 2025,2024-12-28
GRD000653,STU000145,CS101,65.97,D,Fall 2024,2025-09-03
GRD000654,STU000145,MA101,53.4,F,Fall 2024,2025-07-15
GRD000655,STU000145,MA201,100.0,A,Fall 2023,2024-12-31
GRD000656,STU000145,CS401,70.89,C,Fall 2024,2025-09-15
GRD000657,STU000146,CS401,70.21,C,Spring 2025,2024-12-23
GRD000658,STU000146,CS201,69.64,D,Fall 2024,2025-03-08
GRD000659,STU000146,EN101,72.97,C,Spring 2025,2025-08-19
GRD000660,STU000146,MA201,67.83,D,Fall 2024,2024-11-19
GRD000661,STU000146,CS301,61.4,D,Fall 2024,2025-02-22
GRD000662,STU000146,BA101,61.8,D,Spring 2025,2025-03-10
GRD000663,STU000147,BA101,69.51,D,Spring 2024,2025-04-01
GRD000664,STU000147,MA101,61.85,D,Spring 2024,2025-04-30
GRD000665,STU000147,BA301,59.31,F,Spring 2024,2025-06-15
GRD000666,STU000147,CS101,71.6,C,Spring 2025,2025-05-09
GRD000667,STU000147,CS401,66.18,D,Spring 2024,2025-05-11
GRD000668,STU000147,CS201,92.56,A,Fall 2024,2025-02-10
GRD000669,STU000148,CS301,30.24,F,Spring 2025,2025-02-26
GRD000670,STU000148,CS201,86.37,B,Fall 2024,2025-07-24
GRD000671,STU000148,BA101,88.69,B,Fall 2023,2025-03-25
GRD000672,STU000149,BA301,38.9,F,Fall 2024,2025-03-09
GRD000673,STU000149,EN101,64.86,D,Fall 2024,2025-07-02
GRD000674,STU000149,MA201,64.43,D,Spring 2025,2025-11-06
GRD000675,STU000149,PH101,48.89,F,Spring 2024,2025-04-06
GRD000676,STU000149,EN201,58.33,F,Spring 2024,2025-07-06
GRD000677,STU000150,BA201,53.34,F,Fall 2023,2025-06-30
GRD000678,STU000150,CS201,96.28,A,Spring 2024,2025-09-29
GRD000679,STU000150,BA101,84.04,B,Fall 2023,2025-10-13
GRD000680,STU000151,CS101,89.07,B,Fall 2024,2025-07-13
GRD000681,STU000151,EN201,80.83,B,Fall 2024,2024-12-04
GRD000682,STU000151,CS401,53.06,F,Fall 2024,2025-08-13
GRD000683,STU000151,BA201,62.13,D,Spring 2024,2025-02-13
GRD000684,STU000151,MA101,77.34,C,Fall 2024,2025-11-14
GRD000685,STU000152,BA101,51.67,F,Spring 2025,2024-12-19
GRD000686,STU000152,BA201,80.69,B,Spring 2024,2025-04-29
GRD000687,STU000152,BA301,66.4,D,Spring 2024,2025-07-25
GRD000688,STU000152,MA101,64.38,D,Spring 2024,2025-03-21
GRD000689,STU000152,CS101,80.66,B,Spring 2024,2025-02-27
GRD000690,STU000153,PH101,76.66,C,Spring 2024,2025-04-13
GRD000691,STU000153,EN101,64.59,D,Spring 2025,2025-08-03
GRD000692,STU000153,BA201,87.39,B,Spring 2025,2025-04-02
GRD000693,STU000153,CS201,53.78,F,Fall 2023,2025-05-11
GRD000694,STU000153,MA101,79.24,C,Spring 2024,2025-01-27
GRD000695,STU000153,BA301,78.9,C,Spring 2024,2025-06-15
GRD000696,STU000154,EN101,65.36,D,Fall 2024,2025-07-26
GRD000697,STU000154,MA201,74.89,C,Spring 2025,2025-04-15
GRD000698,STU000154,BA201,51.23,F,Spring 2025,2024-11-30
GRD000699,STU000155,BA201,83.86,B,Spring 2024,2025-06-02
GRD000700,STU000155,MA101,67.23,D,Spring 2025,2025-05-07
GRD000701,STU000155,CS101,62.16,D,Spring 2024,2025-05-02
GRD000702,STU000155,MA201,85.74,B,Fall 2023,2025-02-18
GRD000703,STU000155,CS301,59.43,F,Spring 2025,2025-08-14
GRD000704,STU000156,CS201,48.87,F,Spring 2024,2025-09-26
GRD000705,STU000156,BA201,46.65,F,Spring 2024,2025-11-02
GRD000706,STU000156,MA101,79.09,C,Spring 2025,2025-11-05
GRD000707,STU000156,EN101,50.79,F,Spring 2024,2025-08-09
GRD000708,STU000156,BA101,96.32,A,Fall 2023,2025-05-05
GRD000709,STU000156,CS101,38.77,F,Fall 2024,2025-08-05
GRD000710,STU000157,BA101,95.45,A,Spring 2025,2025-10-20
GRD000711,STU000157,MA201,73.17,C,Fall 2024,2025-02-26
GRD000712,STU000157,EN201,68.55,D,Fall 2023,2025-08-23
GRD000713,STU000157,CS201,61.83,D,Fall 2024,2025-04-22
GRD000714,STU000158,CS301,75.99,C,Fall 2023,2025-05-03
GRD000715,STU000158,CS201,69.44,D,Spring 2024,2025-09-13
GRD000716,STU000158,PH101,86.55,B,Spring 2024,2025-06-13
GRD000717,STU000158,EN201,71.71,C,Spring 2025,2024-11-20
GRD000718,STU000158,BA301,72.25,C,Spring 2025,2025-08-29
GRD000719,STU000158,CS401,64.55,D,Fall 2024,2025-01-22
GRD000720,STU000159,EN201,69.15,D,Spring 2024,2025-11-15
GRD000721,STU000159,MA201,74.62,C,Spring 2024,2025-04-04
GRD000722,STU000159,EN101,44.35,F,Fall 2023,2025-04-28
GRD000723,STU000159,BA101,49.78,F,Spring 2024,2025-02-22
GRD000724,STU000160,MA101,81.15,B,Fall 2023,2025-06-24
GRD000725,STU000160,EN101,72.56,C,Spring 2025,2025-05-25
GRD000726,STU000160,MA201,67.24,D,Fall 2024,2025-05-02
GRD000727,STU000160,PH101,70.28,C,Spring 2024,2025-04-20
GRD000728,STU000160,CS101,75.21,C,Spring 2024,2025-08-19
GRD000729,STU000161,EN101,61.9,D,Fall 2023,2025-07-19
GRD000730,STU000161,BA301,58.33,F,Spring 2024,2025-07-01
GRD000731,STU000161,CS301,72.94,C,Fall 2024,2024-12-12
GRD000732,STU000161,CS201,55.32,F,Fall 2023,2024-11-26
GRD000733,STU000161,MA201,76.12,C,Spring 2024,2025-03-11
GRD000734,STU000161,BA201,44.46,F,Spring 2025,2025-02-08
GRD000735,STU000162,BA201,85.44,B,Fall 2024,2025-04-23
GRD000736,STU000162,CS201,77.09,C,Spring 2025,2025-08-26
GRD000737,STU000162,MA201,73.84,C,Fall 2024,2025-08-04
GRD000738,STU000163,EN101,84.74,B,Spring 2025,2025-05-07
GRD000739,STU000163,CS101,94.98,A,Fall 2024,2025-04-28
GRD000740,STU000163,CS201,85.22,B,Spring 2024,2025-04-29
GRD000741,STU000164,CS101,42.39,F,Spring 2024,2025-06-04
GRD000742,STU000164,BA101,50.81,F,Spring 2025,2025-03-15
GRD000743,STU000164,CS201,60.63,D,Spring 2025,2025-10-15
GRD000744,STU000165,EN201,70.39,C,Spring 2025,2025-09-08
GRD000745,STU000165,MA201,77.76,C,Spring 2025,2025-06-29
GRD000746,STU000165,CS401,59.11,F,Spring 2024,2025-08-23
GRD000747,STU000166,MA101,72.8,C,Fall 2024,2025-09-16
GRD000748,STU000166,CS201,58.67,F,Spring 2025,2025-08-24
GRD000749,STU000166,CS301,60.83,D,Fall 2023,2024-12-10
GRD000750,STU000167,MA201,48.9,F,Spring 2025,2025-05-19
GRD000751,STU000167,BA101,56.15,F,Spring 2024,2025-07-31
GRD000752,STU000167,CS301,49.72,F,Fall 2023,2024-12-08
GRD000753,STU000168,EN101,55.36,F,Spring 2025,2024-11-30
GRD000754,STU000168,CS101,85.8,B,Fall 2024,2025-04-05
GRD000755,STU000168,EN201,55.76,F,Fall 2023,2025-01-16
GRD000756,STU000168,CS201,100.0,A,Fall 2023,2025-10-25
GRD000757,STU000169,CS401,77.4,C,Fall 2023,2025-04-17
GRD000758,STU000169,PH101,72.77,C,Fall 2023,2025-11-11
GRD000759,STU000169,BA201,57.12,F,Fall 2024,2025-08-12
GRD000760,STU000169,MA201,80.5,B,Fall 2023,2025-07-29
GRD000761,STU000169,EN201,61.37,D,Fall 2023,2024-12-13
GRD000762,STU000169,CS101,71.83,C,Spring 2024,2025-08-25
GRD000763,STU000170,BA301,100.0,A,Fall 2024,2025-06-06
GRD000764,STU000170,EN201,68.56,D,Spring 2024,2025-01-03
GRD000765,STU000170,CS201,87.24,B,Spring 2024,2025-02-14
GRD000766,STU000171,BA301,59.45,F,Fall 2024,2025-08-22
GRD000767,STU000171,CS201,69.48,D,Fall 2023,2025-04-27
GRD000768,STU000171,CS401,96.56,A,Fall 2024,2025-11-12
GRD000769,STU000171,MA101,60.6,D,Spring 2025,2025-08-02
GRD000770,STU000171,MA201,97.19,A,Spring 2025,2025-07-29
GRD000771,STU000171,CS301,80.62,B,Fall 2023,2024-12-17
GRD000772,STU000172,MA201,61.56,D,Spring 2024,2025-04-22
GRD000773,STU000172,MA101,79.49,C,Fall 2024,2025-01-16
GRD000774,STU000172,BA201,84.59,B,Spring 2025,2025-09-27
GRD000775,STU000172,CS101,79.33,C,Spring 2024,2025-07-13
GRD000776,STU000172,CS201,46.45,F,Fall 2023,2025-01-15
GRD000777,STU000173,MA201,59.09,F,Fall 2024,2024-12-12
GRD000778,STU000173,BA301,66.29,D,Spring 2025,2025-10-15
GRD000779,STU000173,CS301,68.88,D,Fall 2024,2025-11-09
GRD000780,STU000173,BA201,79.31,C,Spring 2025,2025-05-07
GRD000781,STU000173,MA101,72.67,C,Spring 2024,2025-03-06
GRD000782,STU000174,CS401,49.97,F,Fall 2023,2025-06-13
GRD000783,STU000174,CS101,75.7,C,Spring 2024,2025-04-13
GRD000784,STU000174,MA101,79.16,C,Spring 2024,2025-01-05
GRD000785,STU000175,CS101,78.4,C,Spring 2025,2025-06-20
GRD000786,STU000175,CS301,86.21,B,Spring 2024,2025-09-02
GRD000787,STU000175,BA201,82.51,B,Spring 2025,2025-08-06
GRD000788,STU000176,CS401,76.89,C,Fall 2024,2025-09-11
GRD000789,STU000176,MA101,68.95,D,Fall 2024,2025-06-09
GRD000790,STU000176,EN101,45.09,F,Fall 2023,2025-02-25
GRD000791,STU000177,MA201,76.44,C,Spring 2024,2025-08-05
GRD000792,STU000177,BA101,73.12,C,Fall 2023,2024-12-13
GRD000793,STU000177,CS101,74.07,C,Spring 2024,2024-12-02
GRD000794,STU000177,CS401,50.85,F,Spring 2024,2025-01-11
GRD000795,STU000177,BA201,53.78,F,Spring 2025,2025-02-25
GRD000796,STU000177,CS301,85.8,B,Fall 2024,2025-08-17
GRD000797,STU000178,MA201,69.41,D,Fall 2023,2024-12-29
